state	power	likelihood
810	0.245487	-14314.6
820	0.245487	-14292.5
830	0.245487	-14286.6
840	0.245487	-14303.7
850	0.245487	-14302.8
860	0.245487	-14303.8
870	0.245487	-14326.2
880	0.245487	-14300.3
890	0.245487	-14301.4
900	0.245487	-14291.6
910	0.245487	-14320
920	0.245487	-14316
930	0.245487	-14289.8
940	0.245487	-14317.9
950	0.245487	-14311.7
960	0.245487	-14308.1
970	0.245487	-14301.8
980	0.245487	-14299.2
990	0.245487	-14308.6
1000	0.245487	-14324
260	0.214058	-14290.8
270	0.214058	-14286.6
280	0.214058	-14286.8
290	0.214058	-14292.3
300	0.214058	-14307.3
310	0.214058	-14304.8
320	0.214058	-14320
330	0.214058	-14322.4
340	0.214058	-14317.3
350	0.214058	-14303.9
360	0.214058	-14321.9
370	0.214058	-14362.3
380	0.214058	-14367.4
390	0.214058	-14368.2
400	0.214058	-14352
410	0.214058	-14325.4
420	0.214058	-14292.8
430	0.214058	-14291.3
440	0.214058	-14338.7
450	0.214058	-14330.6
460	0.214058	-14352.7
470	0.214058	-14333
480	0.214058	-14350.4
490	0.214058	-14324.4
500	0.214058	-14340.9
510	0.214058	-14342.8
520	0.214058	-14308.1
530	0.214058	-14309.5
540	0.214058	-14319
550	0.214058	-14288.2
560	0.214058	-14327.8
570	0.214058	-14335.8
580	0.214058	-14304.1
590	0.214058	-14333.2
600	0.214058	-14297.7
610	0.214058	-14359.2
620	0.214058	-14317.6
630	0.214058	-14298.8
640	0.214058	-14296.3
650	0.214058	-14331.6
660	0.214058	-14302.9
670	0.214058	-14296.8
680	0.214058	-14320.8
690	0.214058	-14302.7
700	0.214058	-14305.6
710	0.214058	-14281.8
720	0.214058	-14302.5
730	0.214058	-14315.7
740	0.214058	-14310.5
750	0.214058	-14333
760	0.214058	-14339.6
770	0.214058	-14360.3
780	0.214058	-14342.7
790	0.214058	-14306.6
800	0.214058	-14311.1
810	0.214058	-14305.5
820	0.214058	-14336.6
830	0.214058	-14302.3
840	0.214058	-14297.4
850	0.214058	-14372.8
860	0.214058	-14336.1
870	0.214058	-14321.1
880	0.214058	-14368.2
890	0.214058	-14331.1
900	0.214058	-14308.7
910	0.214058	-14320.2
920	0.214058	-14311.1
930	0.214058	-14309
940	0.214058	-14308.5
950	0.214058	-14326.3
960	0.214058	-14298.9
970	0.214058	-14296.4
980	0.214058	-14294.4
990	0.214058	-14305.4
1000	0.214058	-14315.4
260	0.185935	-14285.1
270	0.185935	-14356.9
280	0.185935	-14324.1
290	0.185935	-14296.5
300	0.185935	-14298.4
310	0.185935	-14307.9
320	0.185935	-14343.1
330	0.185935	-14331.2
340	0.185935	-14303.8
350	0.185935	-14325.1
360	0.185935	-14319.2
370	0.185935	-14337.2
380	0.185935	-14322.3
390	0.185935	-14317.2
400	0.185935	-14352.3
410	0.185935	-14325.3
420	0.185935	-14328.2
430	0.185935	-14302.9
440	0.185935	-14319.7
450	0.185935	-14303.2
460	0.185935	-14334.8
470	0.185935	-14293.6
480	0.185935	-14307.3
490	0.185935	-14294.9
500	0.185935	-14324
510	0.185935	-14330.3
520	0.185935	-14314.2
530	0.185935	-14361
540	0.185935	-14321.4
550	0.185935	-14339.4
560	0.185935	-14326
570	0.185935	-14283
580	0.185935	-14324.3
590	0.185935	-14308.4
600	0.185935	-14346.4
610	0.185935	-14309.4
620	0.185935	-14331.4
630	0.185935	-14377.9
640	0.185935	-14398.9
650	0.185935	-14385.1
660	0.185935	-14392.5
670	0.185935	-14343.1
680	0.185935	-14338.1
690	0.185935	-14313.9
700	0.185935	-14315.6
710	0.185935	-14305.4
720	0.185935	-14338.8
730	0.185935	-14311.1
740	0.185935	-14324.9
750	0.185935	-14309.2
